id	name
356	A alkaline phosphatase. enzyme. This enzyme is also known as alkaline phosphomonoesterase. glycerophosphatase. phosphomonoesterase.
357	A non-specific serine/threonine protein kinase. enzyme. This enzyme is also known as protein phosphokinase. protein serine kinase. protein-serine kinase. protein serine-threonine kinase. serine/threonine protein kinase. serine(threonine) protein kinase. serine kinase. serine protein kinase. serine-specific protein kinase. threonine-specific protein kinase.
358	A 5'-nucleotidase. enzyme.
359	A protein acetyllysine N-acetyltransferase. enzyme. This enzyme is also known as NAD(+)-dependent protein deacetylase. protein lysine deacetylase.
360	A site-specific DNA-methyltransferase (adenine-specific). enzyme. This enzyme is also known as modification methylase. N-6 adenine-specific DNA methylase. restriction-modification system.
361	A hypoxanthine phosphoribosyltransferase. enzyme. This enzyme is also known as guanine phosphoribosyltransferase. HGPRTase. hypoxanthine-guanine phosphoribosyltransferase. IMP diphosphorylase. IMP pyrophosphorylase. transphosphoribosidase.
362	A nucleotide diphosphatase. enzyme. This enzyme is also known as dinucleotide nucleotidohydrolase. nucleoside-triphosphate diphosphatase. nucleotide pyrophosphatase.
363	A lipoate--protein ligase. enzyme. This enzyme is also known as lipoate protein ligase. lipoate-protein ligase A. LPL.
364	A ornithine carbamoyltransferase. enzyme. This enzyme is also known as citrulline phosphorylase. ornithine transcarbamylase. OTC. OTCase.
365	A peptide deformylase. enzyme. This enzyme is also known as PDF. polypeptide deformylase.
366	A Deleted entry. enzyme.
367	A coagulation factor Xa. enzyme. This enzyme is also known as prothrombase. prothrombinase. Stuart factor. thrombokinase.
368	A exodeoxyribonuclease III. enzyme. This enzyme is also known as E.coli exonuclease III. exonuclease III.
369	A Transferred entry: 1.11.1.24, 1.11.1.25, 1.11.1.26, 1.11.1.27, 1.11.1.28and 1.11.1.29. enzyme.
370	A glutathione peroxidase. enzyme.
371	A glucan endo-1,3-beta-D-glucosidase. enzyme. This enzyme is also known as (1->3)-beta-glucan endohydrolase. endo-1,3-beta-glucanase. laminarinase.
372	A dUTP diphosphatase. enzyme. This enzyme is also known as deoxyuridine-triphosphatase. desoxyuridine 5'-triphosphatase. desoxyuridine 5'-triphosphate nucleotidohydrolase. dUTPase. dUTP pyrophosphatase.
373	A [acyl-carrier-protein] S-malonyltransferase. enzyme. This enzyme is also known as acyl carrier protein malonyltransferase. malonyl-CoA/dephospho-CoA acyltransferase. malonyl-CoA-acyl carrier protein transacylase. malonyl coenzyme A-acyl carrier protein transacylase. malonyl transacylase. malonyl transferase. MCAT.
374	A serine--tRNA ligase. enzyme. This enzyme is also known as serine translase. SerRS. seryl-transfer ribonucleate synthetase. seryl-transfer ribonucleic acid synthetase. seryl-transfer RNA synthetase. seryl-tRNA synthetase.
375	A Transferred entry: 2.7.1.191, 2.7.1.192, 2.7.1.193, 2.7.1.194, 2.7.1.195,2.7.1.196, 2.7.1.197, 2.7.1.198, 2.7.1.199, 2.7.1.200, 2.7.1.201,2.7.1.202, 2.7.1.203, 2.7.1.204, 2.7.1.205, 2.7.1.206, 2.7.1.207 and2.7.1.208. enzyme.
376	A acid phosphatase. enzyme. This enzyme is also known as acid phosphomonoesterase. glycerophosphatase. phosphomonoesterase.
377	A dihydrolipoyllysine-residue acetyltransferase. enzyme. This enzyme is also known as acetyl-CoA:dihydrolipoamide S-acetyltransferase. dihydrolipoamide S-acetyltransferase. dihydrolipoate acetyltransferase. dihydrolipoic transacetylase. dihydrolipoyl acetyltransferase. lipoate acetyltransferase. lipoate transacetylase. lipoic acetyltransferase. lipoic acid acetyltransferase. lipoic transacetylase. lipoylacetyltransferase. thioltransacetylase A. transacetylase X.
378	A 3',5'-cyclic-GMP phosphodiesterase. enzyme.
379	A bacterial non-heme ferritin. enzyme.
380	A aldehyde dehydrogenase (NAD(+)). enzyme.
381	A cellulose 1,4-beta-cellobiosidase (non-reducing end). enzyme. This enzyme is also known as 1,4-beta-cellobiohydrolase. 4-beta-D-glucan cellobiohydrolase (non-reducing end). avicelase. exo-1,4-beta-D-glucanase. exocellobiohydrolase. exoglucanase.
382	A asparaginase. enzyme. This enzyme is also known as L-asparaginase. L-asparagine amidohydrolase.
383	A polyribonucleotide nucleotidyltransferase. enzyme. This enzyme is also known as polynucleotide phosphorylase.
